Time,Zip,Lat,Long,Pers i,Pers K,Ped i,Ped K,Cyc i,Cyc K,Mot i,Mot K
1.948,1.234,0.0806759,0.2937274,1,0,0,0,0,0,1,0
0.85,1.417,0.1974765,0.4276186,2,0,0,0,0,0,2,0
0.817,0.025,0.2995491,0.2874075,0,0,0,0,0,0,0,0
1.4,1.363,0.2380639,0.4781906,0,0,0,0,0,0,0,0
0.359,0.456,0.3395162,0.3387476,0,0,0,0,0,0,0,0
0.81,0.024,0.2961958,0.2775127,0,0,0,0,0,0,0,0
1.025,0.453,0.303586,0.3194137,0,0,0,0,0,0,0,0
1.426,0.064,0.2642476,0.2759,1,0,0,0,0,0,1,0
1.42,0.015,0.2472555,0.2613973,0,0,0,0,0,0,0,0
0.9,1.217,0.1315099,0.2686049,0,0,0,0,0,0,0,0
2.3,1.416,0.1710408,0.3986188,0,0,0,0,0,0,0,0
1.945,1.1,0.2455601,0.2939642,1,0,0,0,0,0,1,0
1.305,1.205,0.1990142,0.2946707,0,0,0,0,0,0,0,0
1.32,0,0.2498808,0.2511767,4,0,0,0,0,0,4,0
2.22,0.021,0.256015,0.2698931,1,0,0,0,0,0,1,0
1.334,1.213,0.0825478,0.2552538,0,0,0,0,0,0,0,0
0.7,1.248,0.2005457,0.2811906,0,0,0,0,0,0,0,0
1.445,0.127,0.2821378,0.2970766,0,0,0,0,0,0,0,0
0.106,1.364,0.2354181,0.4434789,0,0,0,0,0,0,0,0
1.845,0.018,0.26435,0.2598103,2,0,0,0,0,0,2,0
2.13,1.21,0.2053692,0.2780556,1,0,0,0,0,0,1,0
1.605,0.463,0.3580283,0.4235664,0,0,0,0,0,0,0,0
1.7,0.064,0.2632554,0.2801917,1,0,0,0,0,0,1,0
2.115,0.034,0.2965686,0.3045179,2,0,0,0,0,0,2,0
0.418,0.018,0.2636807,0.2575178,2,0,0,0,0,0,2,0
1.93,0.016,0.2555443,0.2632333,0,0,0,0,0,0,0,0
2.1,0.016,0.2561755,0.2636847,0,0,0,0,0,0,0,0
1.536,0.018,0.2703541,0.2474538,2,0,0,0,0,0,2,0
0.915,0.018,0.2612863,0.2631991,0,0,0,0,0,0,0,0
1.242,0.018,0.2657658,0.262724,3,0,0,0,0,0,3,0
0.815,0.018,0.2656689,0.2450382,1,0,0,0,0,0,1,0
1.022,0.035,0.2586201,0.2501167,0,0,0,0,0,0,0,0
1.4,0.018,0.268682,0.2537354,0,0,0,0,0,0,0,0
2.11,0.021,0.256015,0.2698931,0,0,0,0,0,0,0,0
1.13,0.02,0.2712224,0.2830846,0,0,0,0,0,0,0,0
1.43,0.021,0.259119,0.2802795,0,0,0,0,0,0,0,0
0.91,0.064,0.2622555,0.2825592,0,0,0,0,0,0,0,0
1.738,0.027,0.2744524,0.291463,0,0,0,0,0,0,0,0
2.235,0.027,0.2748131,0.2886326,0,0,0,0,0,0,0,0
1.55,0.074,0.2695999,0.2908673,0,0,0,0,0,0,0,0
0.63,0.027,0.2758001,0.2843295,0,0,0,0,0,0,0,0
1.3,0.127,0.2767504,0.2960864,3,0,0,0,0,0,3,0
1.95,0.021,0.2594905,0.2774858,0,0,0,0,0,0,0,0
1.83,0.02,0.268373,0.2839348,0,0,0,0,0,0,0,0
0.83,0.064,0.2648013,0.2783984,0,0,0,0,0,0,0,0
1.32,0.021,0.2594905,0.2774858,0,0,0,0,0,0,0,0
1.645,0.064,0.2661801,0.2751934,0,0,0,0,0,0,0,0
0.74,0.027,0.2741355,0.2941779,0,0,0,0,0,0,0,0
0.02,0.02,0.2699965,0.2800909,0,0,0,0,0,0,0,0
1.605,0.074,0.2745304,0.2812886,0,0,0,0,0,0,0,0
1.745,0.02,0.2705858,0.2826184,0,0,0,0,0,0,0,0
0.43,0.127,0.2834055,0.2919753,1,0,0,0,0,0,1,0
1.31,0.027,0.2758476,0.2822534,0,0,0,0,0,0,0,0
2.13,0.064,0.2667502,0.2777244,0,0,0,0,0,0,0,0
1.215,0.064,0.2623206,0.2765885,1,0,0,0,0,0,1,0
1.925,0.027,0.276764,0.2900566,0,0,0,0,0,0,0,0
1.33,0.064,0.2620041,0.2792849,0,0,0,0,0,0,0,0
1.65,0.02,0.2673759,0.2781832,1,0,1,0,0,0,0,0
1,0.064,0.2613077,0.2848148,2,0,0,0,0,0,2,0
1.02,0.064,0.2636219,0.2754412,1,0,0,0,0,0,1,0
1.44,0.02,0.2725794,0.2798613,2,0,0,0,0,0,2,0
1.315,0.127,0.2793268,0.291918,0,0,0,0,0,0,0,0
1.645,0.027,0.2770287,0.2873163,0,0,0,0,0,0,0,0
1.745,0.027,0.2764814,0.2827087,1,0,0,0,0,0,1,0
1.915,0.064,0.2597474,0.2807311,0,0,0,0,0,0,0,0
1.225,0.127,0.2790627,0.2867075,0,0,0,0,0,0,0,0
1.2,0.027,0.2790643,0.28249,0,0,0,0,0,0,0,0
1.63,0.064,0.2648013,0.2783984,0,0,0,0,0,0,0,0
0.412,0.027,0.2790643,0.28249,2,0,0,0,0,0,2,0
1.02,0.027,0.2760836,0.2895615,0,0,0,0,0,0,0,0
0.72,0.02,0.2663836,0.2824823,0,0,0,0,0,0,0,0
2.245,0.02,0.2673758,0.2862988,0,0,0,0,0,0,0,0
1.02,0.021,0.259119,0.2802795,0,0,0,0,0,0,0,0
1.226,0.127,0.2797441,0.2850903,0,0,0,0,0,0,0,0
0.446,0.02,0.2670093,0.2829376,0,0,0,0,0,0,0,0
1.8,0.064,0.2620041,0.2792849,0,0,0,0,0,0,0,0
0.452,0.127,0.2790627,0.2867075,0,0,0,0,0,0,0,0
0.6,0.064,0.2607473,0.2783745,0,0,0,0,0,0,0,0
2.214,0.064,0.2603758,0.2812008,0,0,0,0,0,0,0,0
0.645,0.021,0.2617422,0.2740721,0,0,0,0,0,0,0,0
1.635,0.02,0.2696435,0.2848599,0,0,0,0,0,0,0,0
0.942,0.127,0.2770728,0.2933787,0,0,0,0,0,0,0,0
0.65,0.064,0.2651296,0.2815682,0,0,0,0,0,0,0,0
0.947,0.02,0.2670591,0.2890135,0,0,0,0,0,0,0,0
0.419,0.02,0.2680097,0.2867614,0,0,0,0,0,0,0,0
1.12,0.127,0.2816793,0.2843946,0,0,0,0,0,0,0,0
1.33,0.064,0.2628811,0.283018,0,0,0,0,0,0,0,0
1.45,0.127,0.2754937,0.2951719,0,0,0,0,0,0,0,0
2,0.127,0.283127,0.2947303,0,0,0,0,0,0,0,0
1.004,0.127,0.2776956,0.2938341,2,0,0,0,0,0,2,0
1.44,0.02,0.2673203,0.2802518,2,0,0,0,0,0,2,0
1.95,0.064,0.2675369,0.2719738,0,0,0,0,0,0,0,0
1.3,0.02,0.2706729,0.2763654,0,0,0,0,0,0,0,0
1.53,0.074,0.269914,0.2881526,1,0,1,0,0,0,0,0
0.815,0.02,0.265056,0.2875536,0,0,0,0,0,0,0,0
1.7,0.064,0.2616299,0.282104,1,0,0,0,1,0,0,0
1.614,0.127,0.2770728,0.2933787,0,0,0,0,0,0,0,0
1.245,0.027,0.2790643,0.28249,0,0,0,0,0,0,0,0
2.241,0.027,0.2748187,0.2946767,2,0,0,0,0,0,2,0
0.851,0.021,0.2601244,0.2779157,0,0,0,0,0,0,0,0
1.83,0.021,0.2604408,0.2752158,0,0,0,0,0,0,0,0
1.5,0.027,0.2744524,0.291463,0,0,0,0,0,0,0,0
1.4,0.127,0.2816264,0.2864636,0,0,0,0,0,0,0,0
1.42,0.127,0.2803195,0.2876218,0,0,0,0,0,0,0,0
1.515,0.027,0.2757667,0.2924281,0,0,0,0,0,0,0,0
1.645,0.02,0.272663,0.2757238,0,0,0,0,0,0,0,0
0.84,0.032,0.3476257,0.3094637,2,0,0,0,0,0,2,0
1.83,0.064,0.2622555,0.2825592,1,0,0,0,0,0,1,0
0.936,0.064,0.2606794,0.2843595,1,0,0,0,0,0,1,0
1.642,0.127,0.2802062,0.2956704,0,0,0,0,0,0,0,0
1.405,0.027,0.2760836,0.2895615,0,0,0,0,0,0,0,0
0.94,0.02,0.2693139,0.2774803,1,0,0,0,0,0,1,0
1.73,0.02,0.2696435,0.2848599,0,0,0,0,0,0,0,0
1.73,0.064,0.2622555,0.2825592,1,0,0,0,0,0,1,0
0.923,0.02,0.2699945,0.2779752,0,0,0,0,0,0,0,0
0.843,0.127,0.2790627,0.2867075,0,0,0,0,0,0,0,0
1.43,0.064,0.2662828,0.2710707,0,0,0,0,0,0,0,0
2.255,0.064,0.2651296,0.2815682,0,0,0,0,0,0,0,0
1.1,0.022,0.2799681,0.2564311,0,0,0,0,0,0,0,0
1.121,0.022,0.2806399,0.2607355,0,0,0,0,0,0,0,0
1.145,0.022,0.2768633,0.259644,0,0,0,0,0,0,0,0
1.1,0.022,0.2776201,0.2639698,0,0,0,0,0,0,0,0
1.32,0.023,0.284061,0.2686663,0,0,0,0,0,0,0,0
1.245,0.028,0.2880955,0.2869844,1,0,0,0,1,0,0,0
0.2,0.028,0.2873694,0.2906674,0,0,0,0,0,0,0,0
1.31,0.028,0.2885143,0.3017333,2,0,0,0,0,0,2,0
1.54,0.028,0.2942018,0.3058881,0,0,0,0,0,0,0,0
1.93,0.028,0.2891428,0.2961651,0,0,0,0,0,0,0,0
0.1,0.024,0.2936256,0.2719278,0,0,0,0,0,0,0,0
1.939,0.023,0.2891333,0.2686539,0,0,0,0,0,0,0,0
1.652,0.024,0.3018608,0.2779384,0,0,0,0,0,0,0,0
0.745,0.024,0.2985941,0.2698749,0,0,0,0,0,0,0,0
1.3,0.034,0.3019625,0.3034286,0,0,0,0,0,0,0,0
2.35,0.026,0.3145807,0.2835053,3,0,0,0,0,0,3,0
0.339,0.024,0.3043242,0.2819745,1,0,0,0,0,0,1,0
2.3,0.026,0.3040273,0.2965602,0,0,0,0,0,0,0,0
0.82,0.03,0.3233997,0.2899495,0,0,0,0,0,0,0,0
1.644,0.038,0.3230214,0.3008285,0,0,0,0,0,0,0,0
1.915,0.036,0.3161721,0.3032611,1,0,0,0,0,0,1,0
1.445,0.031,0.3387567,0.3011605,2,0,0,0,0,0,2,0
0.115,0.031,0.3327522,0.2935086,0,0,0,0,0,0,0,0
1.93,0.039,0.3579018,0.3141738,0,0,0,0,0,0,0,0
0.61,0.001,0.2179595,0.2484414,0,0,0,0,0,0,0,0
0.01,0.039,0.362314,0.3117744,0,0,0,0,0,0,0,0
1.04,0.032,0.3503254,0.3067157,1,0,0,0,0,0,1,0
1.53,0.033,0.3606623,0.3233306,0,0,0,0,0,0,0,0
1.95,0.032,0.3463187,0.3104058,1,0,0,0,0,0,1,0
2.1,0.032,0.3520897,0.3076067,0,0,0,0,0,0,0,0
0.65,0.033,0.3673732,0.3232412,0,0,0,0,0,0,0,0
0.44,0.032,0.3530583,0.3080956,2,0,0,0,0,0,2,0
0.938,0.453,0.3060431,0.3335947,0,0,0,0,0,0,0,0
1.122,0.454,0.3131583,0.3288467,0,0,0,0,0,0,0,0
1.005,0.453,0.3037949,0.3229792,0,0,0,0,0,0,0,0
2.034,0.454,0.3181135,0.3311871,0,0,0,0,0,0,0,0
1.254,0.453,0.3092762,0.3266019,0,0,0,0,0,0,0,0
1.7,0.453,0.3079501,0.334262,3,0,0,0,0,0,3,0
1.618,0.454,0.3154475,0.3250382,0,0,0,0,0,0,0,0
0.823,0.455,0.319187,0.3376919,3,0,0,0,0,0,3,0
1.51,0.458,0.3319378,0.3453279,2,0,0,0,0,0,2,0
0.75,0.455,0.3299477,0.3359584,2,0,1,0,0,0,1,0
1.025,1.207,0.1900741,0.3737427,0,0,0,0,0,0,0,0
1.25,0.455,0.3229565,0.3330905,1,0,0,0,0,0,1,0
0.6,0.472,0.3211546,0.3961688,2,0,0,0,0,0,2,0
2.115,0.471,0.3263153,0.3735756,0,0,0,0,0,0,0,0
0.2,0.461,0.3330799,0.3965507,2,0,0,0,0,0,2,0
0.7,0.459,0.3394823,0.3754377,0,0,0,0,0,0,0,0
1.44,0.461,0.3324482,0.3840675,0,0,0,0,0,0,0,0
0.74,0.001,0.2218237,0.2531606,0,0,0,0,0,0,0,0
1.158,0.461,0.3322563,0.3904199,1,0,1,0,0,0,0,0
1.32,0.471,0.326816,0.3773056,1,0,0,0,0,0,1,0
1.905,0.455,0.3308366,0.3219389,0,0,0,0,0,0,0,0
2.34,0.45,0.3257388,0.3191216,1,0,0,0,0,0,1,0
0.83,0.451,0.3381149,0.3267109,3,0,0,0,0,0,3,0
1.62,0.451,0.3339423,0.3156619,1,0,0,0,0,0,1,0
2.226,0.45,0.32,0.3143205,0,0,0,0,0,0,0,0
1.735,0.455,0.3352829,0.3259303,4,0,0,0,0,0,4,0
0.721,0.455,0.3376116,0.3280294,0,0,0,0,0,0,0,0
1.725,0.012,0.2164391,0.242489,0,0,0,0,0,0,0,0
1.321,0.451,0.3400232,0.3178046,0,0,0,0,0,0,0,0
1.008,0.011,0.2230263,0.2491959,1,0,0,0,0,0,1,0
0.005,0.011,0.2192111,0.2477597,0,0,0,0,0,0,0,0
1.245,0.467,0.3563111,0.3418448,0,0,0,0,0,0,0,0
1.915,0.456,0.3441015,0.3333581,3,0,0,0,0,0,3,0
2.3,0.456,0.3493473,0.3424922,0,0,0,0,0,0,0,0
0.8,0.468,0.3721126,0.4043397,2,0,0,0,0,0,2,0
0.83,0.465,0.3874778,0.3919213,1,0,0,0,0,0,1,0
1.63,0.469,0.3941113,0.3617593,0,0,0,0,0,0,0,0
1.05,0.465,0.3836684,0.3830379,0,0,0,0,0,0,0,0
0.85,0.468,0.3779998,0.3985573,12,0,0,0,0,0,12,0
1.6,0.465,0.3819883,0.4041468,0,0,0,0,0,0,0,0
1.325,0.064,0.2588025,0.2829902,0,0,0,0,0,0,0,0
1.7,0.026,0.3116413,0.2962305,0,0,0,0,0,0,0,0
2.205,0.039,0.3539878,0.3049083,2,0,0,0,0,0,2,0
2.005,0.451,0.3432335,0.3270572,0,0,0,0,0,0,0,0
1.64,1.23,0.1846217,0.2394419,0,0,0,0,0,0,0,0
1.05,1.36,0.2579326,0.467573,0,0,0,0,0,0,0,0
1.73,0.467,0.3575703,0.3425878,2,0,0,0,0,0,2,0
1.845,0.035,0.2569118,0.2600068,0,0,0,0,0,0,0,0
0.715,1.206,0.1567044,0.3456758,0,0,0,0,0,0,0,0
