Pers K,Pers i,Mot i,Mot K,Zip,Long,Lat,Ped i,Time,Cyc i
0,0,0,0,0.032,0.3076067,0.3520897,0,2.1,0
0,0,0,0,0.033,0.3232412,0.3673732,0,0.65,0
0,2,2,0,0.032,0.3080956,0.3530583,0,0.44,0
0,0,0,0,0.453,0.3335947,0.3060431,0,0.938,0
0,0,0,0,0.454,0.3288467,0.3131583,0,1.122,0
0,0,0,0,0.453,0.3229792,0.3037949,0,1.005,0
0,0,0,0,0.454,0.3311871,0.3181135,0,2.034,0
0,0,0,0,0.453,0.3266019,0.3092762,0,1.254,0
0,3,3,0,0.453,0.334262,0.3079501,0,1.7,0
0,0,0,0,0.454,0.3250382,0.3154475,0,1.618,0
0,3,3,0,0.455,0.3376919,0.319187,0,0.823,0
0,2,2,0,0.458,0.3453279,0.3319378,0,1.51,0
0,2,1,0,0.455,0.3359584,0.3299477,1,0.75,0
0,0,0,0,1.207,0.3737427,0.1900741,0,1.025,0
0,1,1,0,0.455,0.3330905,0.3229565,0,1.25,0
0,2,2,0,0.472,0.3961688,0.3211546,0,0.6,0
0,0,0,0,0.471,0.3735756,0.3263153,0,2.115,0
0,2,2,0,0.461,0.3965507,0.3330799,0,0.2,0
0,0,0,0,0.459,0.3754377,0.3394823,0,0.7,0
0,0,0,0,0.461,0.3840675,0.3324482,0,1.44,0
0,0,0,0,0.001,0.2531606,0.2218237,0,0.74,0
0,1,0,0,0.461,0.3904199,0.3322563,1,1.158,0
0,1,1,0,0.471,0.3773056,0.326816,0,1.32,0
0,0,0,0,0.455,0.3219389,0.3308366,0,1.905,0
0,1,1,0,0.45,0.3191216,0.3257388,0,2.34,0
0,3,3,0,0.451,0.3267109,0.3381149,0,0.83,0
0,1,1,0,0.451,0.3156619,0.3339423,0,1.62,0
0,0,0,0,0.45,0.3143205,0.32,0,2.226,0
0,4,4,0,0.455,0.3259303,0.3352829,0,1.735,0
0,0,0,0,0.455,0.3280294,0.3376116,0,0.721,0
0,0,0,0,0.012,0.242489,0.2164391,0,1.725,0
0,0,0,0,0.451,0.3178046,0.3400232,0,1.321,0
0,1,1,0,0.011,0.2491959,0.2230263,0,1.008,0
0,0,0,0,0.011,0.2477597,0.2192111,0,0.005,0
0,0,0,0,0.467,0.3418448,0.3563111,0,1.245,0
0,3,3,0,0.456,0.3333581,0.3441015,0,1.915,0
0,0,0,0,0.456,0.3424922,0.3493473,0,2.3,0
0,2,2,0,0.468,0.4043397,0.3721126,0,0.8,0
0,1,1,0,0.465,0.3919213,0.3874778,0,0.83,0
0,0,0,0,0.469,0.3617593,0.3941113,0,1.63,0
0,0,0,0,0.465,0.3830379,0.3836684,0,1.05,0
0,12,12,0,0.468,0.3985573,0.3779998,0,0.85,0
0,0,0,0,0.465,0.4041468,0.3819883,0,1.6,0
0,0,0,0,0.064,0.2829902,0.2588025,0,1.325,0
0,0,0,0,0.026,0.2962305,0.3116413,0,1.7,0
0,2,2,0,0.039,0.3049083,0.3539878,0,2.205,0
0,0,0,0,0.451,0.3270572,0.3432335,0,2.005,0
0,0,0,0,1.23,0.2394419,0.1846217,0,1.64,0
0,0,0,0,1.36,0.467573,0.2579326,0,1.05,0
0,2,2,0,0.467,0.3425878,0.3575703,0,1.73,0
0,0,0,0,0.035,0.2600068,0.2569118,0,1.845,0
0,0,0,0,1.206,0.3456758,0.1567044,0,0.715,0
